@RELATION riaa
@ATTRIBUTE ratio_0_9 NUMERIC
@ATTRIBUTE ratio_1_9 NUMERIC
@ATTRIBUTE ratio_2_9 NUMERIC
@ATTRIBUTE ratio_21_9 NUMERIC
@ATTRIBUTE ratio_22_9 NUMERIC
@ATTRIBUTE ratio_23_9 NUMERIC
@ATTRIBUTE ratio_4_0 NUMERIC
@ATTRIBUTE ratio_5_0 NUMERIC
@ATTRIBUTE ratio_6_0 NUMERIC
@ATTRIBUTE class {riaa_ok, riaa_ko}
@DATA
0.43736893, 0.63570654, 0.74250221, 0.67929244, 0.56020612, 0.40864718, 1.79017282, 1.96153271, 2.13473725, riaa_ko
0.43726081, 0.60459560, 0.70942008, 0.93549979, 0.79547560, 0.61449635, 1.77873993, 1.83003032, 1.96354997, riaa_ko
0.53519070, 0.85351872, 1.01804912, 0.41082999, 0.29919305, 0.18867166, 1.96531284, 1.90193093, 1.96054530, riaa_ko
0.34560159, 0.55020541, 0.62595600, 1.45176589, 1.23165190, 0.92993873, 1.98659408, 2.04875612, 2.26943040, riaa_ko
0.40348586, 0.59258330, 0.71875226, 0.78765160, 0.68440473, 0.53985363, 1.97605789, 2.05990601, 2.18002772, riaa_ko
0.64333653, 0.89838195, 1.04114938, 1.29771864, 1.19103932, 0.98759383, 1.80164993, 1.79259634, 1.74163127, riaa_ko
0.37423983, 0.54659593, 0.65727830, 1.01929343, 0.89577633, 0.70805877, 2.13566780, 2.41798210, 2.56923366, riaa_ko
0.45059779, 0.65868390, 0.76571578, 1.15340161, 1.00948572, 0.79657686, 1.96911883, 2.06784701, 2.10037112, riaa_ko
0.41543323, 0.58360201, 0.69541776, 0.99803483, 0.92880988, 0.77755046, 1.83590734, 1.97338736, 2.14122558, riaa_ko
0.37003067, 0.56653404, 0.71669835, 0.82471168, 0.73070663, 0.58313358, 2.19952106, 2.36334014, 2.65389824, riaa_ko
0.46099558, 0.66827214, 0.79198980, 1.01788521, 0.90127152, 0.71745217, 1.90860903, 1.96886480, 2.03502464, riaa_ko
0.42712757, 0.65141314, 0.91404969, 0.55713034, 0.45722866, 0.32423979, 2.65058041, 2.78454113, 2.73414564, riaa_ko
0.37075669, 0.51718265, 0.58247620, 0.78515714, 0.65214878, 0.47957274, 1.77079570, 1.88958478, 2.12109590, riaa_ko
0.36210874, 0.53755999, 0.68386894, 1.07041597, 0.92606491, 0.73801053, 2.17207384, 2.20642495, 2.30297089, riaa_ko
0.26432008, 0.45287943, 0.67724818, 0.83115083, 0.71541756, 0.55239683, 3.17556882, 3.24277735, 3.40997195, riaa_ko
0.48026395, 0.69568664, 0.84085172, 0.90669101, 0.80334038, 0.63656348, 1.94760823, 2.00898862, 2.12969851, riaa_ko
0.52918506, 0.71058184, 0.78962409, 1.19057488, 1.05557644, 0.86778027, 1.59474134, 1.60582900, 1.69620895, riaa_ko
0.42997357, 0.61756867, 0.74405408, 0.92120379, 0.79116529, 0.62390172, 1.90311980, 1.94391847, 2.08745813, riaa_ko
0.47659925, 0.66197777, 0.77916932, 1.06936276, 0.95451373, 0.77668953, 1.82864463, 1.93852472, 2.03338718, riaa_ko
0.46700576, 0.71258926, 0.87687188, 1.05864704, 0.95669299, 0.78680694, 2.07280636, 2.02244759, 2.03790426, riaa_ko
0.47481173, 0.69284767, 0.87188119, 1.10966873, 1.00169003, 0.81362420, 2.04247117, 2.07126999, 2.12532401, riaa_ko
0.39319745, 0.56913960, 0.70668793, 1.16815579, 1.04791844, 0.86459851, 2.10797143, 2.24892092, 2.44878078, riaa_ko
0.41579640, 0.64443582, 0.81106395, 1.11640894, 1.03196836, 0.84791124, 2.17932129, 2.22593403, 2.30018282, riaa_ko
0.46256366, 0.66328353, 0.77731901, 1.11913228, 0.99156237, 0.80212420, 1.76206744, 1.76511788, 1.89488053, riaa_ko
0.38864413, 0.58028144, 0.70466352, 1.06123817, 0.93358344, 0.75114924, 2.01653552, 2.03795719, 2.12190890, riaa_ko
0.28271341, 0.49022493, 0.68362677, 0.49320075, 0.39145997, 0.26264453, 2.93712592, 3.07725573, 3.30701160, riaa_ko
0.45695785, 0.65545750, 0.79488689, 1.05907524, 0.92462844, 0.72725254, 1.96906316, 1.99226511, 2.07275081, riaa_ko
0.33537894, 0.50670129, 0.60692775, 1.01147103, 0.93054497, 0.77319652, 1.99078524, 2.09170198, 2.32431841, riaa_ko
0.41757014, 0.60992920, 0.73048431, 1.05171168, 0.92717743, 0.75687003, 1.95592082, 2.06720829, 2.23214865, riaa_ko
0.25746405, 0.47615403, 0.67088270, 1.06160748, 0.92443800, 0.71677065, 3.22541976, 3.48587513, 3.75262356, riaa_ko
0.16382417, 0.40910035, 0.68779212, 0.36003551, 0.25227690, 0.14569010, 5.53537416, 6.23624086, 6.76388550, riaa_ko
0.45104435, 0.61062253, 0.71548194, 0.99306607, 0.85710669, 0.68258190, 1.78339207, 1.89919519, 2.01686478, riaa_ko
0.46085030, 0.67619634, 0.88619256, 0.86756742, 0.73336631, 0.54923910, 2.29634452, 2.42825079, 2.45808840, riaa_ko
0.57207417, 0.84529239, 1.04642761, 1.08732665, 0.98207992, 0.75984323, 1.96012008, 1.88308823, 1.88052022, riaa_ko
0.36480281, 0.47073629, 0.66928834, 0.97835934, 0.83428723, 0.63620234, 2.48574710, 2.85802531, 2.97783160, riaa_ko
0.36835390, 0.57139736, 0.66492355, 0.76907927, 0.61869210, 0.44088355, 1.87856650, 1.90945506, 2.13950920, riaa_ko
0.31567755, 0.52941120, 0.69324356, 0.86515701, 0.76503235, 0.60453320, 2.58671927, 2.89715338, 3.01875520, riaa_ko
0.40183467, 0.58393234, 0.71939623, 0.96690410, 0.83781284, 0.66386533, 2.01656294, 2.03827214, 2.22092867, riaa_ko
0.36533189, 0.55176204, 0.68924278, 1.18551970, 1.05002677, 0.84141284, 2.11055303, 2.29753900, 2.49028158, riaa_ko
0.47801584, 0.66802388, 0.82443047, 1.02396297, 1.01583517, 0.86284482, 1.94652462, 1.93825603, 1.90672565, riaa_ko
0.38025987, 0.55739951, 0.67577314, 0.80178481, 0.68840301, 0.54006124, 2.02550507, 2.11008358, 2.34551239, riaa_ko
0.35582513, 0.56037450, 0.70535892, 0.90565002, 0.80024868, 0.62416899, 2.32771444, 2.56413102, 2.88602567, riaa_ko
0.38214922, 0.50532562, 0.69208044, 1.08783710, 0.96206260, 0.77336246, 2.25614333, 2.43694782, 2.54726815, riaa_ko
0.38453886, 0.53012937, 0.62584996, 0.97115302, 0.87182587, 0.71347225, 1.87709105, 1.99984539, 2.25403214, riaa_ko
0.46806294, 0.64960599, 0.77079886, 1.31325233, 1.18392134, 0.96328425, 1.81348228, 1.80751276, 1.81017923, riaa_ko
0.38210720, 0.57469499, 0.72626776, 0.73886853, 0.63153177, 0.48219022, 2.29492354, 2.48975420, 2.69659925, riaa_ko
0.38217291, 0.56120968, 0.64168918, 1.32074487, 1.15201926, 0.92402053, 1.80060089, 1.88058162, 2.16251135, riaa_ko
0.34047064, 0.50688481, 0.61208332, 0.95597094, 0.86664426, 0.71188873, 2.07533455, 2.26081181, 2.49707842, riaa_ko
0.43748763, 0.63038737, 0.75251436, 0.99042416, 0.88239741, 0.71757787, 1.95827925, 2.05382824, 2.13090086, riaa_ko
0.31569594, 0.51885545, 0.66884881, 0.98789454, 0.80413914, 0.59530008, 2.46596479, 2.58436394, 2.79953694, riaa_ko
0.55607796, 0.82293165, 0.96066916, 1.39118993, 1.26228726, 1.03785551, 1.83226132, 1.79241180, 1.81224740, riaa_ko
0.45354024, 0.67175579, 0.80604088, 1.10909045, 0.99519306, 0.81583977, 1.95549059, 1.96594298, 2.04432893, riaa_ko
0.39714876, 0.61649215, 0.76446617, 0.93561035, 0.82293749, 0.65333468, 2.22445750, 2.32002759, 2.36807466, riaa_ko
0.38418105, 0.55990034, 0.71840376, 1.01963913, 0.92746168, 0.76573414, 2.18107915, 2.36832047, 2.53415561, riaa_ko
0.55890477, 0.76084805, 0.88730240, 1.25373042, 1.17892659, 0.99801695, 1.66988087, 1.63017893, 1.67712593, riaa_ko
0.43541688, 0.58924645, 0.71136224, 1.08517087, 0.98635834, 0.81148797, 1.90662050, 1.98493111, 2.12695670, riaa_ko
0.32921281, 0.55434030, 0.74242282, 1.00205195, 0.91119665, 0.74953067, 2.62337852, 2.70867133, 2.89228487, riaa_ko
0.37032092, 0.61162561, 0.86319864, 0.82239109, 0.67407864, 0.49599329, 2.81085896, 2.76194215, 2.80483913, riaa_ko
0.43389657, 0.63744819, 0.86338055, 0.38696489, 0.31033996, 0.20307735, 2.36893177, 2.35002422, 2.34430933, riaa_ko
0.47354689, 0.59390908, 0.72644442, 1.19842911, 1.04044187, 0.82124597, 1.79008460, 1.85806572, 1.95903683, riaa_ko
0.33017352, 0.49465868, 0.62691599, 0.98885345, 0.87434202, 0.70704800, 2.26174474, 2.39744234, 2.53069258, riaa_ko
0.27821422, 0.45989573, 0.66706771, 1.01902294, 0.86319667, 0.66530126, 2.98506999, 3.17341137, 3.13664222, riaa_ko
0.32180768, 0.49464691, 0.69311929, 1.02127707, 0.87355697, 0.67561626, 2.64265299, 2.80062222, 3.03779316, riaa_ko
0.31000480, 0.51681584, 0.67454797, 0.86719954, 0.74529320, 0.56964046, 2.54812098, 2.71791768, 2.91515732, riaa_ko
0.31638819, 0.53468758, 0.70311803, 0.82582629, 0.69089150, 0.51177394, 2.58419013, 2.69477272, 2.94129205, riaa_ko
0.31548309, 0.52389586, 0.68459886, 0.86396837, 0.73601258, 0.55903435, 2.52884531, 2.68272614, 2.86898613, riaa_ko
0.45828238, 0.60386038, 0.68390888, 0.96247029, 0.83434951, 0.66634578, 1.68683922, 1.79492450, 1.89594233, riaa_ko
0.49532416, 0.75044370, 0.92692435, 0.72099864, 0.60164231, 0.43203861, 2.16727829, 2.16493917, 2.16495991, riaa_ko
0.53352505, 0.76201403, 0.87826478, 1.07215178, 0.93928975, 0.74014473, 1.76657999, 1.77554059, 1.82025790, riaa_ko
0.71731299, 0.84206766, 0.86847913, 1.47147024, 1.28447413, 1.00932860, 1.17606294, 1.10393119, 1.13635433, riaa_ko
0.49889466, 0.71880198, 0.85891485, 1.65209281, 1.47772205, 1.21953642, 1.86045194, 1.92031109, 2.00467181, riaa_ko
0.41521490, 0.55744523, 0.65801108, 1.03074145, 0.93587941, 0.77002990, 1.80842435, 1.97355020, 2.21976304, riaa_ko
0.43997249, 0.61562836, 0.71810722, 0.99095273, 0.90079606, 0.74454123, 1.79568219, 1.86325788, 1.96537912, riaa_ko
0.27677447, 0.47015995, 0.65810275, 1.20173168, 1.10832763, 0.92063051, 2.84254646, 2.99447870, 3.24522996, riaa_ko
0.29158458, 0.46167329, 0.60566682, 0.96691537, 0.82195193, 0.62345028, 2.50422025, 2.73010373, 2.98625755, riaa_ko
0.06153750, 0.21347077, 0.45409477, 0.50357121, 0.38926679, 0.24764135, 10.96170998, 12.83487129, 13.92543793, riaa_ko
0.50221246, 0.69233477, 0.80208445, 1.07470715, 0.93910247, 0.74864721, 1.72100043, 1.77325547, 1.84945846, riaa_ko
0.46298850, 0.59259254, 0.68879980, 1.48258412, 1.36555994, 1.13420904, 1.71536791, 1.82227159, 1.97580290, riaa_ko
0.47948924, 0.69377381, 0.82098711, 1.05856538, 0.92700499, 0.74295175, 1.89213133, 1.96952879, 2.06271243, riaa_ko
0.40658584, 0.59133381, 0.72602946, 1.02593589, 0.88347048, 0.69417423, 2.05111384, 2.13463902, 2.21681309, riaa_ko
0.34144995, 0.54286736, 0.70557290, 1.23864973, 1.08582103, 0.87818199, 2.43011236, 2.65118122, 2.91918778, riaa_ko
0.46529317, 0.67768812, 0.78521776, 1.24267519, 1.20155275, 1.01918972, 1.91516054, 2.07674932, 2.16392922, riaa_ko
0.49033242, 0.74121708, 0.92761928, 1.08269882, 0.94538277, 0.75117695, 2.08784223, 2.15090966, 2.13741851, riaa_ko
0.42263192, 0.60433531, 0.72349668, 0.94536930, 0.82623720, 0.66349083, 1.90273201, 1.96172810, 2.11568499, riaa_ko
0.44223648, 0.63466287, 0.74655122, 1.18417180, 1.05578625, 0.85742694, 1.89691937, 2.04571414, 2.18801451, riaa_ko
0.45359281, 0.57918668, 0.63772601, 1.32530546, 1.20034707, 0.99583018, 1.56187832, 1.68185222, 1.84579623, riaa_ko
0.46985611, 0.67766011, 0.81088620, 1.24605322, 1.14334691, 0.93335497, 1.87154114, 1.87788355, 1.92417407, riaa_ko
0.44483769, 0.63052273, 0.76040143, 1.14848816, 1.04066169, 0.86896008, 1.93197310, 1.93291056, 2.03945160, riaa_ko
0.51735449, 0.72919655, 0.84287280, 0.92068714, 0.77030587, 0.58512849, 1.72485304, 1.71099555, 1.81884837, riaa_ko
0.45859110, 0.79142970, 1.01158869, 1.15533257, 1.03475463, 0.81264651, 2.34140229, 2.22621107, 2.18367910, riaa_ko
0.49376577, 0.66192782, 0.78977615, 1.28555608, 1.16941190, 0.95750809, 1.76823306, 1.74936998, 1.81514156, riaa_ko
0.50015765, 0.70836502, 0.82346982, 1.04660511, 0.90812093, 0.72440130, 1.82941794, 1.91653717, 2.03701925, riaa_ko
0.38709864, 0.59234262, 0.74128485, 0.95041454, 0.77845347, 0.57608432, 2.23131704, 2.37122536, 2.52230906, riaa_ko
0.48629990, 0.67494255, 0.80866581, 1.42482960, 1.26551116, 1.03686726, 1.79492974, 1.78370714, 1.88454115, riaa_ko
0.44883481, 0.63221079, 0.70829529, 1.08863282, 0.91833484, 0.70566463, 1.65323091, 1.67075920, 1.95988297, riaa_ko
0.41634643, 0.63433933, 0.78006172, 1.31415880, 1.18269312, 0.96266216, 2.09290004, 2.22708678, 2.35716128, riaa_ko
0.46668279, 0.66011947, 0.77542043, 1.40083599, 1.26238561, 1.04219103, 1.80239153, 1.82497585, 1.96585679, riaa_ko
0.57555234, 0.78375328, 0.85596019, 1.38522911, 1.21651304, 0.98018903, 1.53952825, 1.51198864, 1.53447497, riaa_ko
0.40949824, 0.57710057, 0.69401377, 1.31302857, 1.18944573, 0.99346310, 1.88624227, 1.93866706, 2.06419563, riaa_ko
0.47710013, 0.72384256, 0.91943175, 1.06331372, 0.92735565, 0.72871131, 2.24628186, 2.33900499, 2.33665848, riaa_ko
0.42186391, 0.59407425, 0.69029522, 1.13861740, 0.97692811, 0.76799566, 1.84571433, 1.91942954, 2.09162188, riaa_ko
0.57172710, 0.81598967, 0.96421534, 1.13876462, 1.00106823, 0.77687848, 1.76020670, 1.72715259, 1.75284386, riaa_ko
0.39690349, 0.57751763, 0.76335233, 0.83877033, 0.68302500, 0.48799115, 2.24935269, 2.28699827, 2.32104278, riaa_ko
0.40736097, 0.61236113, 0.73634070, 1.08859253, 0.93479180, 0.72950900, 2.01411080, 2.10408044, 2.19561172, riaa_ko
0.61010414, 0.86433250, 0.99594116, 1.44788373, 1.28803647, 1.02136099, 1.81514072, 1.86252284, 1.81981730, riaa_ko
0.48063341, 0.68748629, 0.81550306, 1.20103097, 1.09144461, 0.89472169, 1.86180711, 1.85809493, 1.90246606, riaa_ko
0.31700781, 0.49766073, 0.67629111, 1.10889447, 0.98488158, 0.79430801, 2.61467981, 2.81472421, 2.99417925, riaa_ko
0.41548041, 0.60340440, 0.73928487, 1.04059255, 0.95255923, 0.79099661, 2.01829958, 2.15684700, 2.24510741, riaa_ko
0.52347082, 0.75173181, 0.85506970, 1.49543226, 1.31125307, 1.06001604, 1.70727575, 1.61651647, 1.59541595, riaa_ko
0.27447712, 0.46642852, 0.64844084, 0.81263620, 0.72433364, 0.57404655, 2.96929145, 3.28853106, 3.47057605, riaa_ko
0.32690445, 0.50594109, 0.67965829, 0.84525013, 0.73941392, 0.58584780, 2.52506757, 2.64585257, 2.81220222, riaa_ko
0.40667674, 0.60755712, 0.77010471, 0.99101478, 0.89084309, 0.70787990, 2.22870374, 2.29056478, 2.37126136, riaa_ko
0.39836970, 0.58060992, 0.76709449, 0.93557549, 0.84099156, 0.67367649, 2.33331919, 2.38658571, 2.44132996, riaa_ko
0.17900725, 0.41705254, 0.68304884, 0.63654000, 0.50732636, 0.34330162, 5.04064560, 5.43685007, 5.81865644, riaa_ko
0.51714659, 0.73476034, 0.87174493, 0.98826110, 0.88612854, 0.71209210, 1.84559965, 1.87500131, 1.88709879, riaa_ko
0.52131009, 0.64059699, 0.67233855, 1.11881697, 1.00735271, 0.82088912, 1.39674926, 1.49347472, 1.65989959, riaa_ko
0.50017375, 0.68452203, 0.78360313, 1.11360919, 1.00738847, 0.82268053, 1.75884807, 1.87935543, 1.99072206, riaa_ko
0.44404069, 0.62146831, 0.72727787, 0.90567303, 0.78164434, 0.60807520, 1.79904258, 1.92724502, 2.04984140, riaa_ko
0.45839587, 0.61584544, 0.69497663, 1.25133336, 1.14152443, 0.95501554, 1.65507793, 1.71122134, 1.83299398, riaa_ko
0.43919832, 0.60668164, 0.72299397, 0.98671699, 0.87013280, 0.70046151, 1.96120119, 2.11778569, 2.23466206, riaa_ko
0.38942039, 0.57508361, 0.74724048, 0.85132098, 0.74990302, 0.59430557, 2.34719181, 2.44523692, 2.41272330, riaa_ko
0.55719054, 0.81387860, 1.00514889, 1.47686362, 1.30278528, 1.02592170, 1.94564462, 1.77645099, 1.80014825, riaa_ko
0.40598312, 0.61875659, 0.78652287, 1.02426803, 0.91298711, 0.73505300, 2.22460747, 2.36227322, 2.52400184, riaa_ko
0.30926034, 0.52827942, 0.75211382, 0.85973746, 0.76714432, 0.59757912, 3.01059842, 3.25199771, 3.18315077, riaa_ko
0.37181050, 0.56177670, 0.71708661, 1.11654723, 1.00871074, 0.81870633, 2.28966069, 2.42936254, 2.55830145, riaa_ko
0.32198259, 0.52454174, 0.70384884, 0.95270073, 0.85287994, 0.68146878, 2.59084153, 2.72773361, 2.92104959, riaa_ko
0.40810907, 0.58959752, 0.71709007, 0.91125441, 0.79924303, 0.62960929, 1.97965872, 2.06235838, 2.27156568, riaa_ko
0.31809142, 0.48683792, 0.62149799, 1.07418263, 0.96840990, 0.79617453, 2.30076671, 2.49843359, 2.81969714, riaa_ko
0.41297677, 0.64080977, 0.77170902, 0.91780955, 0.83586580, 0.66268641, 2.08516216, 2.25651121, 2.41842651, riaa_ko
0.18728195, 0.49103683, 0.81617635, 0.38147402, 0.31012934, 0.19814231, 5.57390308, 5.64694452, 5.47786951, riaa_ko
0.48345521, 0.66675544, 0.76188695, 1.23950219, 1.07482684, 0.84193844, 1.72085881, 1.69371331, 1.74337208, riaa_ko
0.45554563, 0.61719781, 0.72089100, 1.04679334, 0.94453228, 0.76949990, 1.78923166, 1.83972156, 1.92064166, riaa_ko
0.37581658, 0.56602210, 0.65829706, 1.01283085, 0.90416735, 0.71559304, 1.93167746, 2.09185696, 2.45008659, riaa_ko
0.34220135, 0.66851610, 0.90733337, 1.13318050, 0.99024051, 0.76997751, 2.85209918, 2.80588031, 2.95160985, riaa_ko
0.30395511, 0.50582182, 0.75913531, 1.02691793, 0.91797292, 0.72595853, 3.12683034, 3.23604369, 3.30044341, riaa_ko
0.38156122, 0.60212570, 0.77000922, 1.04926026, 0.92959028, 0.74830198, 2.24798036, 2.26004505, 2.45831919, riaa_ko
0.44071159, 0.62389302, 0.72646087, 1.12955344, 1.03107345, 0.85571015, 1.83440661, 1.98341227, 2.15474391, riaa_ko
0.56494421, 0.72791290, 0.81065172, 1.20345819, 1.05021405, 0.82896930, 1.61135602, 1.67375445, 1.75553298, riaa_ko
0.46281031, 0.65084058, 0.74974418, 1.20896733, 1.08178806, 0.88658100, 1.79786777, 1.84568357, 1.92845070, riaa_ko
0.37796959, 0.56663150, 0.71661091, 1.19185781, 1.12450886, 0.94490319, 2.15882182, 2.26200485, 2.52002668, riaa_ko
0.44676718, 0.64767134, 0.77222294, 1.01257324, 0.86000091, 0.67127806, 1.91142261, 1.99295807, 2.11740136, riaa_ko
0.47891673, 0.74473047, 0.89909816, 1.13342333, 1.00368261, 0.80124080, 2.02075481, 2.08685112, 2.19970703, riaa_ko
0.41484332, 0.62557971, 0.76059717, 0.94242465, 0.84380412, 0.67755347, 2.11514688, 2.23558283, 2.36945844, riaa_ko
0.36659583, 0.54327309, 0.64641649, 1.08972836, 0.94341546, 0.74507773, 2.01468706, 2.30516219, 2.52832747, riaa_ko
0.39798832, 0.58855903, 0.69155043, 0.99579549, 0.87206966, 0.70570230, 1.88599885, 1.98068154, 2.13050818, riaa_ko
0.50420749, 0.75765127, 0.95096910, 1.03379261, 0.89086741, 0.68007869, 2.07535410, 1.98282778, 1.92508256, riaa_ko
0.38635823, 0.61151892, 0.77830780, 1.05401576, 0.95240563, 0.75709444, 2.35794926, 2.45092463, 2.60415196, riaa_ko
0.42829207, 0.60936433, 0.74800861, 1.24711835, 1.13603711, 0.92930973, 2.02490520, 2.13867569, 2.27418876, riaa_ko
0.37157375, 0.53680217, 0.62920821, 1.37083423, 1.26627016, 1.06761873, 1.82113457, 1.87228763, 2.02579403, riaa_ko
0.32483488, 0.48754853, 0.62109131, 1.27917802, 1.14193225, 0.93040121, 2.24139571, 2.33660102, 2.48059583, riaa_ko
0.55442375, 0.74974364, 0.81565619, 1.05200350, 0.90929645, 0.71095753, 1.57531822, 1.63914287, 1.74813497, riaa_ko
0.45873120, 0.67026913, 0.82785141, 1.26537728, 1.17197108, 0.98581713, 2.04456377, 2.06476927, 2.12360549, riaa_ko
0.31855690, 0.51438427, 0.70401222, 1.14487052, 1.01795971, 0.81052053, 2.73233414, 2.89964104, 3.10021138, riaa_ko
0.38070950, 0.55856919, 0.68000257, 1.29085732, 1.14862585, 0.93662298, 2.10469079, 2.32827711, 2.52559566, riaa_ko
0.44336575, 0.62753117, 0.73738736, 1.17892981, 1.05295253, 0.86303425, 1.89707458, 2.01544285, 2.15345883, riaa_ko
0.43391982, 0.68219888, 0.88122475, 1.19981706, 1.09056759, 0.89893454, 2.25302482, 2.21677995, 2.24130869, riaa_ko
0.49274275, 0.69545025, 0.84795845, 1.12112439, 1.00524354, 0.81586182, 2.00536251, 2.03823185, 2.09342027, riaa_ko
0.36937591, 0.54107577, 0.69682348, 1.29137528, 1.08515215, 0.84486169, 2.19620419, 2.13237071, 2.12155867, riaa_ko
0.33416861, 0.58717805, 0.77203047, 0.89079714, 0.76452082, 0.58620131, 2.57698107, 2.56597376, 2.69048285, riaa_ko
0.45931703, 0.66825742, 0.80593228, 1.37629294, 1.22973919, 1.00005388, 1.95383108, 1.96069634, 2.03110576, riaa_ko
0.51767868, 0.74909830, 0.95878321, 0.71110940, 0.60293949, 0.44539395, 2.15426588, 1.97138715, 1.91589212, riaa_ko
0.40450346, 0.62034923, 0.77416241, 1.09633183, 0.97265172, 0.78575498, 2.16428566, 2.34491706, 2.48916817, riaa_ko
0.39984187, 0.60561520, 0.73346132, 0.94231707, 0.83870298, 0.65624428, 1.98340297, 2.03582716, 2.18028307, riaa_ko
0.43625253, 0.60306239, 0.70988750, 1.33872604, 1.19843888, 0.96437913, 1.78830707, 1.85053658, 1.96900249, riaa_ko
0.45332393, 0.63741523, 0.77936697, 0.95913231, 0.85298145, 0.68001199, 1.95774269, 1.94535327, 1.96561491, riaa_ko
0.40902603, 0.64151573, 0.81912118, 0.87259459, 0.74444550, 0.56213826, 2.24018717, 2.27552795, 2.33197546, riaa_ko
0.36024135, 0.57156157, 0.73627627, 0.97494662, 0.81049550, 0.60834193, 2.37800455, 2.51062465, 2.62415433, riaa_ko
0.39778799, 0.60614765, 0.76326394, 1.02815068, 0.94324249, 0.77516586, 2.17957926, 2.24231029, 2.32606673, riaa_ko
0.48028073, 0.65902269, 0.77196693, 1.15118110, 1.02260971, 0.83139372, 1.75445890, 1.83109045, 1.94510865, riaa_ko
0.41536057, 0.57738811, 0.69629115, 1.31835496, 1.13950467, 0.90464240, 1.91773164, 2.04037547, 2.22134972, riaa_ko
0.43811190, 0.70193422, 0.89952785, 1.05211830, 0.95145565, 0.76629347, 2.37910533, 2.47162366, 2.55197978, riaa_ko
0.42741877, 0.64786732, 0.81682467, 0.82603717, 0.71982598, 0.56407970, 2.19072437, 2.26366472, 2.38075829, riaa_ko
0.42411253, 0.71339101, 0.96558923, 0.92886454, 0.79177547, 0.58734155, 2.64370847, 2.60001159, 2.55000687, riaa_ko
0.48713553, 0.73713356, 0.94748968, 0.82788455, 0.69663012, 0.51978499, 2.25632524, 2.29384613, 2.33118725, riaa_ko
0.39461806, 0.64449805, 0.87317818, 0.90258336, 0.76198095, 0.58416373, 2.57575274, 2.64188433, 2.57140207, riaa_ko
0.45032594, 0.63915151, 0.77148682, 0.95249039, 0.82051915, 0.63581032, 2.00439358, 2.11819053, 2.16331649, riaa_ko
0.31315693, 0.53152430, 0.75473738, 0.81236583, 0.70708370, 0.54156530, 2.96139312, 3.10697222, 3.22163463, riaa_ko
0.51394868, 0.72202557, 0.85578150, 1.09388924, 0.97564781, 0.79069102, 1.83405495, 1.87527549, 1.95803475, riaa_ko
0.60867256, 0.86547607, 0.92002767, 1.36203074, 1.19994652, 0.95091987, 1.56259108, 1.61402977, 1.73712873, riaa_ko
0.52581060, 0.69957572, 0.80581039, 0.69490540, 0.60934800, 0.46513277, 1.69911432, 1.82262814, 1.96634281, riaa_ko
0.42959380, 0.68922073, 0.92066073, 1.01204324, 0.88994378, 0.69987345, 2.44213247, 2.43303323, 2.41813993, riaa_ko
0.50444758, 0.70961851, 0.87210798, 0.67487043, 0.56341439, 0.41543105, 1.98761404, 2.07988119, 2.12510037, riaa_ko
0.41869652, 0.69921267, 0.92593175, 0.86827433, 0.74068171, 0.56469500, 2.50147557, 2.42382932, 2.42904115, riaa_ko
0.57433194, 0.86226916, 1.07372153, 0.98287529, 0.84894449, 0.65319473, 2.15237975, 2.23862886, 2.24275088, riaa_ko
0.40703383, 0.61002821, 0.81159693, 0.96808589, 0.85202026, 0.65147972, 2.30374718, 2.45708323, 2.66168404, riaa_ko
0.40703383, 0.61002821, 0.81159693, 0.96808589, 0.85202026, 0.65147972, 2.30374718, 2.45708323, 2.66168404, riaa_ko
0.50913399, 0.77879560, 1.01417637, 1.09105957, 0.97774130, 0.77911162, 2.29496384, 2.33377028, 2.35035348, riaa_ko
0.51038748, 0.77292562, 0.99399233, 1.02461946, 0.91852635, 0.73319864, 2.25969148, 2.22897673, 2.13817406, riaa_ko
0.42587623, 0.71244204, 0.95873082, 0.91843045, 0.80814362, 0.63477749, 2.57601929, 2.43500900, 2.33717799, riaa_ko
0.40814114, 0.56332946, 0.64130139, 1.22641289, 1.12614954, 0.94022733, 1.68983817, 1.72626460, 1.85795724, riaa_ko
0.49745640, 0.72546875, 0.84312439, 0.76701355, 0.64701676, 0.49101809, 1.79253292, 1.83129776, 2.02175498, riaa_ko
0.56044835, 0.82452190, 0.97378159, 1.14734030, 1.04287028, 0.84855789, 1.83297956, 1.77637374, 1.75333130, riaa_ko
0.48246741, 0.63115305, 0.72231084, 0.93245846, 0.83435154, 0.67062473, 1.63106370, 1.67004764, 1.81683660, riaa_ko
0.50264680, 0.73361456, 0.87072283, 1.21715343, 1.07867694, 0.86671948, 1.85572517, 1.91498101, 2.06695080, riaa_ko
0.35920426, 0.52104646, 0.66018319, 1.00314665, 0.91302764, 0.74973518, 2.23785996, 2.38564420, 2.53044701, riaa_ko
0.30955356, 0.55559844, 0.81436449, 0.83865178, 0.72109026, 0.55262589, 3.12375116, 3.06227446, 3.02267456, riaa_ko
0.43101531, 0.64099503, 0.78514647, 1.17262411, 1.02544427, 0.80381882, 2.13642263, 2.28949046, 2.41605163, riaa_ko
0.64061451, 0.84261024, 0.94023609, 1.08893919, 0.96786952, 0.76682758, 1.66909051, 1.76239336, 1.78203487, riaa_ko
0.53901798, 0.67891330, 0.76949680, 1.40610504, 1.26979315, 1.04666770, 1.56392467, 1.63479424, 1.77267540, riaa_ko
